t,contact_index,id1,id2,d_tip,gap_surf,theta
1.735000,1,1,0,0.2060350303,0.4999992415,5.580680853
1.740000,0,1,0,0.2059875264,0.6678833771,0.27950802
1.740000,1,1,0,0.2059875264,0.4999987914,5.580675241
1.745000,0,1,0,0.205939965,0.4999986946,5.580669768
1.750000,0,1,0,0.2060262274,0.4999996514,5.580268235
1.755000,0,1,0,0.2058676227,0.499998722,5.580216824
1.760000,0,1,0,0.2053009434,0.5005814839,5.580917565
1.780000,0,1,0,0.2032130573,0.5997527025,0.1491893265
1.785000,0,1,0,0.2027815936,0.5947169763,0.1503270897
1.790000,0,1,0,0.2023887953,0.5893135072,0.1514761022
1.795000,0,1,0,0.2020361341,0.5834867609,0.1526350377
1.800000,0,1,0,0.2017248022,0.5771810148,0.1538027983
1.805000,0,1,0,0.2014562184,0.5703397173,0.1549783125
1.810000,0,1,0,0.201231595,0.5629047681,0.1561609322
1.815000,0,1,0,0.2010519954,0.5548193188,0.1573498335
1.820000,0,1,0,0.200918665,0.546023972,0.1585439054
1.825000,0,1,0,0.2008327287,0.5364591841,0.1597422644
1.830000,0,1,0,0.2007952704,0.5260647343,0.16094403
1.835000,0,1,0,0.2030273952,0.5147797649,0.1675479106
1.840000,0,1,0,0.2074300941,0.5025428264,0.1740655227
1.840000,1,1,0,0.2074300941,0.5001575472,5.900766263
1.845000,0,1,0,0.2080471848,0.5000039955,0.1745416781
1.845000,1,1,0,0.2080471848,0.4999998577,5.901591669
1.845000,2,1,0,0.2080471848,0.5494936675,5.862888995
1.850000,0,1,0,0.2047635627,0.4999975852,0.1661899044
1.850000,1,1,0,0.2047635627,0.5013532095,5.894480075
1.850000,2,1,0,0.2047635627,0.5291351809,5.856096871
1.855000,0,1,0,0.2045669944,0.4999963569,0.1536031972
1.855000,1,1,0,0.2045669944,0.5028401574,5.884726374
1.855000,2,1,0,0.2045669944,0.5089201588,5.846562937
1.860000,0,1,0,0.2061303897,0.5000065225,0.149176447
1.860000,1,1,0,0.2061303897,0.5152822832,5.881804712
1.860000,2,1,0,0.2061303897,0.4999984839,5.843758088
1.865000,0,1,0,0.2060725592,0.5037414988,0.1490207539
1.865000,1,1,0,0.2060725592,0.5366425711,5.881635077
1.865000,2,1,0,0.2060725592,0.4999986382,5.843631482
1.865000,3,1,0,0.2060725592,0.5038393625,0.1468439031
1.870000,0,1,0,0.206023438,0.4999982369,5.843602215
1.870000,1,1,0,0.206023438,0.5065411421,0.1467616984
1.875000,0,1,0,0.2059755314,0.4999977867,5.84357742
1.875000,1,1,0,0.2059755314,0.509205612,0.1466836814
1.880000,0,1,0,0.2059280177,0.4999979667,5.843553592
1.880000,1,1,0,0.2059280177,0.5118390453,0.1466074041
1.885000,0,1,0,0.2058808536,0.4999988575,5.843530363
1.885000,1,1,0,0.2058808536,0.5144425926,0.1465325539
1.890000,0,1,0,0.2058343989,0.4999992619,5.843507556
1.890000,1,1,0,0.2058343989,0.5170161402,0.1464586145
1.895000,0,1,0,0.2057886238,0.4999992739,5.843485224
1.895000,1,1,0,0.2057886238,0.5195603308,0.1463856435
1.900000,0,1,0,0.2057434209,0.4999992858,5.843463359
1.900000,1,1,0,0.2057434209,0.5220761212,0.146313718
1.905000,0,1,0,0.2056987784,0.4999992974,5.843441946
1.905000,1,1,0,0.2056987784,0.5245641316,0.1462428206
1.910000,0,1,0,0.2056546849,0.499999309,5.843420974
1.910000,1,1,0,0.2056546849,0.5270249654,0.1461729341
1.915000,0,1,0,0.2056111295,0.4999993203,5.843400429
1.915000,1,1,0,0.2056111295,0.5294592099,0.146104042
1.920000,0,1,0,0.2055681016,0.4999993315,5.8433803
1.920000,1,1,0,0.2055681016,0.5318674367,0.1460361282
1.925000,0,1,0,0.2055255911,0.4999993425,5.843360575
1.925000,1,1,0,0.2055255911,0.5342502026,0.145969177
1.930000,0,1,0,0.2054835882,0.4999993534,5.843341243
1.930000,1,1,0,0.2054835882,0.5366080493,0.1459031731
1.935000,0,1,0,0.2054420832,0.4999993641,5.843322292
1.935000,1,1,0,0.2054420832,0.5389415045,0.1458381014
1.940000,0,1,0,0.2054010672,0.4999993746,5.843303713
1.940000,1,1,0,0.2054010672,0.5412510823,0.1457739475
1.945000,0,1,0,0.205360531,0.499999385,5.843285495
1.945000,1,1,0,0.205360531,0.5435372833,0.1457106971
1.950000,0,1,0,0.2053204662,0.4999993952,5.843267629
1.950000,1,1,0,0.2053204662,0.5458005951,0.1456483364
1.955000,0,1,0,0.2052808643,0.4999994053,5.843250104
1.955000,1,1,0,0.2052808643,0.5480414931,0.1455868517
1.960000,0,1,0,0.2052417173,0.4999994152,5.843232912
1.960000,1,1,0,0.2052417173,0.5502604402,0.1455262299
1.965000,0,1,0,0.2052007812,0.499999425,5.843216038
1.965000,1,1,0,0.2052007812,0.5524578878,0.1454665574
1.970000,0,1,0,0.2051581137,0.4999994346,5.843199473
1.970000,1,1,0,0.2051581137,0.5546342758,0.145407817
1.975000,0,1,0,0.2051159361,0.4999994438,5.843183212
1.975000,1,1,0,0.2051159361,0.5567900133,0.1453498955
1.980000,0,1,0,0.2050741691,0.4999994529,5.843167245
1.980000,1,1,0,0.2050741691,0.5589255192,0.1452927817
1.985000,0,1,0,0.205032807,0.4999994619,5.843151565
1.985000,1,1,0,0.205032807,0.5610411973,0.1452364642
1.990000,0,1,0,0.2049918446,0.4999994708,5.843136164
1.990000,1,1,0,0.2049918446,0.5631374414,0.1451809317
1.995000,0,1,0,0.2049512769,0.4999994795,5.843121037
1.995000,1,1,0,0.2049512769,0.565214636,0.1451261734
2.000000,0,1,0,0.2049110988,0.4999994881,5.843106175
2.000000,1,1,0,0.2049110988,0.5672731564,0.1450721785
2.005000,0,1,0,0.2048713059,0.4999994966,5.843091574
2.005000,1,1,0,0.2048713059,0.5693133692,0.1450189364
2.010000,0,1,0,0.2048318935,0.499999505,5.843077227
2.010000,1,1,0,0.2048318935,0.5713356322,0.1449664368
2.015000,0,1,0,0.2047928573,0.4999995132,5.843063127
2.015000,1,1,0,0.2047928573,0.5733402948,0.1449146693
2.020000,0,1,0,0.2047541933,0.4999995213,5.84304927
2.020000,1,1,0,0.2047541933,0.5753276983,0.1448636242
2.025000,0,1,0,0.2047158974,0.4999995294,5.843035649
2.025000,1,1,0,0.2047158974,0.5772981759,0.1448132914
2.030000,0,1,0,0.2046779657,0.4999995372,5.843022258
2.030000,1,1,0,0.2046779657,0.5792520532,0.1447636613
2.035000,0,1,0,0.2046403945,0.499999545,5.843009093
2.035000,1,1,0,0.2046403945,0.5811896481,0.1447147245
2.040000,0,1,0,0.2046031803,0.4999995527,5.842996149
2.040000,1,1,0,0.2046031803,0.5831112712,0.1446664715
2.045000,0,1,0,0.2045663197,0.4999995602,5.842983419
2.045000,1,1,0,0.2045663197,0.5850172258,0.1446188933
2.050000,0,1,0,0.2045298092,0.4999995676,5.842970899
2.050000,1,1,0,0.2045298092,0.5869078085,0.1445719808
2.055000,0,1,0,0.2044936457,0.4999995749,5.842958585
2.055000,1,1,0,0.2044936457,0.5887833089,0.1445257252
2.060000,0,1,0,0.2044578261,0.4999995821,5.842946472
2.060000,1,1,0,0.2044578261,0.5906440101,0.1444801177
2.065000,0,1,0,0.2044223473,0.4999995892,5.842934555
2.065000,1,1,0,0.2044223473,0.5924901887,0.1444351497
2.070000,0,1,0,0.2043872066,0.4999995962,5.842922829
2.070000,1,1,0,0.2043872066,0.5943221149,0.144390813
2.075000,0,1,0,0.2043524011,0.4999996031,5.842911291
2.075000,1,1,0,0.2043524011,0.5961400531,0.1443470991
2.080000,0,1,0,0.204317928,0.4999996098,5.842899936
2.080000,1,1,0,0.204317928,0.5979442615,0.1443039999
2.085000,0,1,0,0.2042837848,0.4999996165,5.842888761
2.085000,1,1,0,0.2042837848,0.5997349925,0.1442615075
2.090000,0,1,0,0.204249969,0.499999623,5.842877761
2.090000,1,1,0,0.204249969,0.6015124932,0.144219614
2.095000,0,1,0,0.2042164779,0.4999996295,5.842866932
2.095000,1,1,0,0.2042164779,0.6032770047,0.1441783115
2.100000,0,1,0,0.2041833094,0.4999996358,5.84285627
2.100000,1,1,0,0.2041833094,0.6050287632,0.1441375926
2.105000,0,1,0,0.204150461,0.4999996421,5.842845773
2.105000,1,1,0,0.204150461,0.6067679994,0.1440974496
2.110000,0,1,0,0.2041179306,0.4999996482,5.842835437
2.110000,1,1,0,0.2041179306,0.608494939,0.1440578753
2.115000,0,1,0,0.2040857159,0.4999996542,5.842825257
2.115000,1,1,0,0.2040857159,0.6102098028,0.1440188623
2.120000,0,1,0,0.2040538147,0.4999996602,5.842815231
2.120000,1,1,0,0.2040538147,0.6119128067,0.1439804035
2.125000,0,1,0,0.2040222252,0.499999666,5.842805356
2.125000,1,1,0,0.2040222252,0.6136041619,0.1439424919
2.130000,0,1,0,0.2039909451,0.4999996718,5.842795628
2.130000,1,1,0,0.2039909451,0.6152840753,0.1439051205
2.135000,0,1,0,0.2039599727,0.4999996774,5.842786044
2.135000,1,1,0,0.2039599727,0.6169527488,0.1438682826
2.140000,0,1,0,0.2039293088,0.499999683,5.842777818
2.140000,1,1,0,0.2039293088,0.6186103804,0.1438329868
2.145000,0,1,0,0.2038990109,0.4999996884,5.842769355
2.145000,1,1,0,0.2038990109,0.6202571637,0.1437978288
2.150000,0,1,0,0.2038688327,0.4999994467,5.842758984
2.150000,1,1,0,0.2038688327,0.6218947438,0.143761671
2.155000,0,1,0,0.2038389226,0.4999995967,5.842748648
2.155000,1,1,0,0.2038389226,0.6235216655,0.1437259761
2.160000,0,1,0,0.2038096798,0.4999990354,5.84273965
2.160000,1,1,0,0.2038096798,0.6251365561,0.1436913958
2.165000,0,1,0,0.203780557,0.4999987195,5.84273167
2.165000,1,1,0,0.203780557,0.6267408966,0.1436582413
2.170000,0,1,0,0.2037516645,0.4999992619,5.842723547
2.170000,1,1,0,0.2037516645,0.6283365286,0.1436254201
2.175000,0,1,0,0.2037078216,0.4999989886,5.842418412
2.175000,1,1,0,0.2037078216,0.6299222924,0.1433604143
2.180000,0,1,0,0.2039351584,0.4999993162,5.841617304
2.180000,1,1,0,0.2039351584,0.631499099,0.1424071628
2.185000,0,1,0,0.2042791306,0.4999925857,5.841084393
2.185000,1,1,0,0.2042791306,0.6326547097,0.1415761191
2.185000,2,1,0,0.2042791306,0.5004082236,5.811230403
2.190000,0,1,0,0.2043370631,0.5013763515,5.841047547
2.190000,1,1,0,0.2043370631,0.6342834064,0.1414356296
2.190000,2,1,0,0.2043370631,0.499997665,5.811200987
2.195000,0,1,0,0.2043176531,0.6362083079,0.1414092068
2.195000,1,1,0,0.2043176531,0.4999983155,5.811199301
2.200000,0,1,0,0.2042924404,0.6381292258,0.1413849489
2.200000,1,1,0,0.2042924404,0.499998618,5.811199301
2.205000,0,1,0,0.2042510888,0.6400494885,0.1413615201
2.205000,1,1,0,0.2042510888,0.4999993367,5.811199024
2.210000,0,1,0,0.2042122361,0.6419673048,0.1413371925
2.210000,1,1,0,0.2042122361,0.4999986834,5.811197813
2.215000,0,1,0,0.2041745692,0.6438839649,0.1413134634
2.215000,1,1,0,0.2041745692,0.4999985977,5.811196416
2.220000,0,1,0,0.2041382516,0.6457987164,0.141290363
2.220000,1,1,0,0.2041382516,0.4999993198,5.811195532
2.225000,0,1,0,0.2041029439,0.4999987429,5.811195293
2.230000,0,1,0,0.2040685574,0.4999994182,5.811195665
2.235000,0,1,0,0.2040350072,0.4999987123,5.811195629
2.240000,0,1,0,0.2040017582,0.6578658726,0.09121534415
2.240000,1,1,0,0.2040017582,0.499999577,5.811195183
2.245000,0,1,0,0.2039692476,0.66243294,0.09121195394
2.245000,1,1,0,0.2039692476,0.4999995841,5.811194709
2.250000,0,1,0,0.2039372394,0.6669982886,0.09120875397
2.250000,1,1,0,0.2039372394,0.4999995911,5.81119423
2.255000,0,1,0,0.2039056874,0.6715619449,0.09120574476
2.255000,1,1,0,0.2039056874,0.499999598,5.811193747
2.260000,0,1,0,0.203874555,0.6761239353,0.09120292543
2.260000,1,1,0,0.203874555,0.4999996048,5.811193262
2.265000,0,1,0,0.2038438121,0.6806842851,0.0912002948
2.265000,1,1,0,0.2038438121,0.4999996115,5.811192773
2.270000,0,1,0,0.203813434,0.6852430183,0.09119785154
2.270000,1,1,0,0.203813434,0.4999996181,5.811192281
2.275000,0,1,0,0.2037833469,0.6898001579,0.09119576923
2.275000,1,1,0,0.2037833469,0.4999996246,5.811191942
2.280000,0,1,0,0.2037535986,0.499999631,5.811191694
2.285000,0,1,0,0.2037243538,0.4999993725,5.811189734
2.290000,0,1,0,0.2036951723,0.499999169,5.811187666
2.295000,0,1,0,0.2036662024,0.7363931348,0.06497548885
2.295000,1,1,0,0.2036662024,0.4999996821,5.811189246
2.300000,0,1,0,0.2036378278,0.7533625525,0.06505142962
2.300000,1,1,0,0.2036378278,0.499999081,5.811191014
2.305000,0,1,0,0.203609672,0.7703317117,0.06512504453
2.305000,1,1,0,0.203609672,0.49999874,5.811190608
2.310000,0,1,0,0.2035814728,0.7872983389,0.06519735094
2.310000,1,1,0,0.2035814728,0.4999988494,5.811188987
2.315000,0,1,0,0.2035539191,0.8042617887,0.06526878627
2.315000,1,1,0,0.2035539191,0.4999990078,5.811187551
2.320000,0,1,0,0.2035638321,0.8212198975,0.06606065318
2.320000,1,1,0,0.2035638321,0.4999981061,5.812201171
2.325000,0,1,0,0.2036834058,0.8381768391,0.06640250679
2.325000,1,1,0,0.2036834058,0.499999207,5.812735104
2.330000,0,1,0,0.203392168,0.8565808498,0.06591284692
2.330000,1,1,0,0.203392168,0.5001747037,5.811684304
2.335000,0,1,0,0.2027280656,0.8747925187,0.06576865262
2.340000,0,1,0,0.2021471501,0.8907505207,0.06566266518
2.345000,0,1,0,0.2016540603,0.9044057285,0.06560215586
2.350000,0,1,0,0.2012544964,0.9157179192,0.06558461008
2.355000,0,1,0,0.2009537349,0.9246399291,0.06561244415
2.360000,0,1,0,0.2007577097,0.9311277289,0.06568555542
2.365000,0,1,0,0.2006722076,0.9351361798,0.06580778613
2.370000,0,1,0,0.2007029394,0.9366147802,0.06598377269
2.375000,0,1,0,0.2008571816,0.9355208754,0.06621400152
2.380000,0,1,0,0.2009875537,0.9318074061,0.06611412353
2.385000,0,1,0,0.2009855067,0.925429638,0.06590674391
2.390000,0,1,0,0.2009603385,0.9199721884,0.06596029898
2.395000,0,1,0,0.2009344045,0.9146234752,0.06601631205
2.400000,0,1,0,0.2009107996,0.909385139,0.0660681756
2.400000,1,1,0,0.2009107996,0.517849202,5.534313675
2.405000,0,1,0,0.2008880957,0.9042551998,0.06611919043
2.405000,1,1,0,0.2008880957,0.5256207515,5.534460463
2.410000,0,1,0,0.2008633188,0.8992229684,0.06617668792
2.410000,1,1,0,0.2008633188,0.5334325779,5.53461572
2.415000,0,1,0,0.2008404486,0.8942954312,0.06623091321
2.415000,1,1,0,0.2008404486,0.5412836689,5.534764263
2.420000,0,1,0,0.2008187983,0.8894814291,0.06628337545
2.420000,1,1,0,0.2008187983,0.5491724351,5.534908589
2.425000,0,1,0,0.200796491,0.8847614952,0.06633884807
2.425000,1,1,0,0.200796491,0.5571001246,5.535056028
2.430000,0,1,0,0.2007757081,0.8801491736,0.06639171171
2.430000,1,1,0,0.2007757081,0.5650651678,5.535197937
2.435000,0,1,0,0.2007556117,0.8756375198,0.06644401503
2.435000,1,1,0,0.2007556117,0.5730674827,5.535337579
2.440000,0,1,0,0.2007361124,0.8712249983,0.0664959618
2.440000,1,1,0,0.2007361124,0.5811068229,5.535475253
2.445000,0,1,0,0.2007171868,0.8669104508,0.06654756985
2.445000,1,1,0,0.2007171868,0.5891828057,5.535611009
2.450000,0,1,0,0.2006988182,0.5972950501,5.535744878
2.455000,0,1,0,0.2006809909,0.6054431809,5.535876883
2.460000,0,1,0,0.20066369,0.6136268293,5.536007051
2.460000,1,1,0,0.20066369,0.8588035819,0.02776809366
2.465000,0,1,0,0.2006469009,0.6218456319,5.536135408
2.465000,1,1,0,0.2006469009,0.8579903521,0.02783540068
2.470000,0,1,0,0.2006306097,0.630099231,5.536261976
2.470000,1,1,0,0.2006306097,0.8572680694,0.02790217129
2.475000,0,1,0,0.2006148031,0.6383872745,5.536386781
2.475000,1,1,0,0.2006148031,0.8566357402,0.02796840772
2.480000,0,1,0,0.2005994681,0.6467094149,5.536509846
2.480000,1,1,0,0.2005994681,0.856092385,0.02803411224
2.485000,0,1,0,0.2005845922,0.6550653099,5.536631194
2.485000,1,1,0,0.2005845922,0.8556370389,0.02809928717
2.490000,0,1,0,0.2005701633,0.6634546217,5.53675085
2.490000,1,1,0,0.2005701633,0.8552687501,0.02816393488
2.495000,0,1,0,0.2005561696,0.6718770168,5.536868836
2.495000,1,1,0,0.2005561696,0.8549865803,0.02822805781
2.500000,0,1,0,0.2005426,0.6803321658,5.536985173
2.500000,1,1,0,0.2005426,0.8547896042,0.02829165842
2.505000,0,1,0,0.2005294434,0.6888197434,5.537099885
2.505000,1,1,0,0.2005294434,0.8546769087,0.02835473922
2.510000,0,1,0,0.2005178361,0.6973394277,5.537207718
2.510000,1,1,0,0.2005178361,0.8546475931,0.02841344365
2.515000,0,1,0,0.2005055646,0.7058909007,5.537318795
2.515000,1,1,0,0.2005055646,0.8547007682,0.02847511994
2.520000,0,1,0,0.2004924452,0.8548262874,0.02854054078
2.525000,0,1,0,0.2004817646,0.8550410947,0.02859834244
2.530000,0,1,0,0.2004716034,0.8553365298,0.02865497561
2.535000,0,1,0,0.2004607372,0.8557023631,0.02871480547
2.535000,1,1,0,0.2004607372,0.7644401778,5.545114143
2.535000,2,1,0,0.2004607372,0.8589500639,0.003654615289
2.540000,0,1,0,0.20045011,0.8561458801,0.02877453139
2.540000,1,1,0,0.20045011,0.7831208853,5.545258386
2.540000,2,1,0,0.20045011,0.8546791185,0.003694537778
2.545000,0,1,0,0.2004398112,0.8018317679,5.545400061
2.545000,1,1,0,0.2004398112,0.8504848746,0.003734250284
2.550000,0,1,0,0.2004298427,0.8205725174,5.545539171
2.550000,1,1,0,0.2004298427,0.8463666014,0.003773716811
2.555000,0,1,0,0.2004201972,0.8393428368,5.545675762
2.555000,1,1,0,0.2004201972,0.8423235033,0.003812934417
2.560000,0,1,0,0.200410867,0.8581424317,5.545809885
2.560000,1,1,0,0.200410867,0.838354785,0.003851903766
2.565000,0,1,0,0.2004018441,0.8769710096,5.545941589
2.565000,1,1,0,0.2004018441,0.8344596593,0.003890625942
2.570000,0,1,0,0.200393121,0.8958282793,5.546070921
2.570000,1,1,0,0.200393121,0.8306373466,0.003929102106
2.575000,0,1,0,0.2003846904,0.914713951,5.546197929
2.575000,1,1,0,0.2003846904,0.8268870757,0.00396733345
2.580000,0,1,0,0.200376545,0.9336277357,5.546322658
2.580000,1,1,0,0.200376545,0.823208083,0.004005321195
2.585000,0,1,0,0.2003686779,0.9525693458,5.546445153
2.585000,1,1,0,0.2003686779,0.8195996122,0.004043066595
2.590000,0,1,0,0.2003610821,0.9715384942,5.546565457
2.590000,1,1,0,0.2003610821,0.8160609141,0.004080570928
2.595000,0,1,0,0.200353751,0.9905348946,5.546683613
2.595000,1,1,0,0.200353751,0.8125912468,0.004117835502
2.600000,0,1,0,0.2003466781,1.009558261,5.546799662
2.600000,1,1,0,0.2003466781,0.8091898748,0.004154861655
2.605000,0,1,0,0.2003398571,1.504663566,5.043394144
2.605000,1,1,0,0.2003398571,1.028608309,5.546913646
2.605000,2,1,0,0.2003398571,0.8058560691,0.004191650748
2.610000,0,1,0,0.2003332818,1.509514653,5.043442588
2.610000,1,1,0,0.2003332818,1.047684752,5.547025602
2.610000,2,1,0,0.2003332818,0.8025891069,0.004228204172
2.615000,0,1,0,0.2003269461,1.514355384,5.043490377
2.615000,1,1,0,0.2003269461,1.066787306,5.547135571
2.615000,2,1,0,0.2003269461,0.7993882715,0.004264523345
2.620000,0,1,0,0.2003208441,1.519185857,5.04353752
2.620000,1,1,0,0.2003208441,1.085915686,5.54724359
2.620000,2,1,0,0.2003208441,0.7962528519,0.00430060971
2.625000,0,1,0,0.20031497,1.524006167,5.043584023
2.625000,1,1,0,0.20031497,1.105069606,5.547349696
2.625000,2,1,0,0.20031497,0.7931821426,0.004336464736
2.630000,0,1,0,0.2003093183,1.528816401,5.043629894
2.630000,1,1,0,0.2003093183,1.124248782,5.547453925
2.630000,2,1,0,0.2003093183,0.7901754436,0.004372089919
2.635000,0,1,0,0.2003038834,1.533616645,5.04367514
2.635000,1,1,0,0.2003038834,1.143452927,5.547556312
2.635000,2,1,0,0.2003038834,0.7872320598,0.004407486778
2.640000,0,1,0,0.2002986599,1.53840698,5.043719768
2.640000,1,1,0,0.2002986599,1.162681756,5.547656892
2.640000,2,1,0,0.2002986599,0.7843513012,0.004442656859
2.645000,0,1,0,0.2002936427,1.543187483,5.043763785
2.645000,1,1,0,0.2002936427,1.181934981,5.547755699
2.645000,2,1,0,0.2002936427,0.7815324825,0.004477601732
2.650000,0,1,0,0.2002888264,1.547958229,5.043807197
2.650000,1,1,0,0.2002888264,1.201212316,5.547852764
2.650000,2,1,0,0.2002888264,0.778774923,0.004512322991
2.655000,0,1,0,0.2002842062,1.552719284,5.043850012
2.655000,1,1,0,0.2002842062,1.220513471,5.547948121
2.655000,2,1,0,0.2002842062,0.7760779461,0.004546822252
2.660000,0,1,0,0.2002797771,1.557470715,5.043892236
2.660000,1,1,0,0.2002797771,1.239838158,5.548041802
2.660000,2,1,0,0.2002797771,0.7734408796,0.004581101158
2.665000,0,1,0,0.2002755342,1.562212581,5.043933875
2.665000,1,1,0,0.2002755342,1.259186086,5.548133836
2.665000,2,1,0,0.2002755342,0.7708630553,0.004615161373
2.670000,0,1,0,0.200271473,1.566944939,5.043974934
2.670000,1,1,0,0.200271473,1.278556965,5.548224253
2.670000,2,1,0,0.200271473,0.7683438085,0.004649004582
2.675000,0,1,0,0.2002675887,1.571667841,5.044015422
2.675000,1,1,0,0.2002675887,1.2979505,5.548313084
2.675000,2,1,0,0.2002675887,0.7658824784,0.004682632495
2.680000,0,1,0,0.2002638768,1.576381335,5.044055342
2.680000,1,1,0,0.2002638768,0.7634784075,0.004716046843
2.685000,0,1,0,0.200260333,1.581085464,5.044094702
2.685000,1,1,0,0.200260333,0.7611309418,0.004749249378
2.690000,0,1,0,0.2002569529,1.585780268,5.044133506
2.690000,1,1,0,0.2002569529,0.7588394301,0.004782241874
2.695000,0,1,0,0.2002537323,1.590465782,5.044171761
2.695000,1,1,0,0.2002537323,0.7566032243,0.004815026124
2.700000,0,1,0,0.2002498861,1.595142037,5.044213152
2.700000,1,1,0,0.2002498861,0.7544216793,0.004852166128
2.705000,0,1,0,0.2002464898,1.599809058,5.04425264
2.705000,1,1,0,0.2002464898,0.7522941522,0.004887465203
2.710000,0,1,0,0.2002444024,1.604458101,5.044286035
2.710000,1,1,0,0.2002444024,0.7502298555,0.00491565831
2.715000,0,1,0,0.2002425435,1.609101065,5.044318465
2.715000,1,1,0,0.2002425435,0.748214628,0.004943021204
2.720000,0,1,0,0.2002397748,1.61373933,5.04435548
2.720000,1,1,0,0.2002397748,0.7462465459,0.00497653756
2.725000,0,1,0,0.2002366306,1.6183728,5.044394531
2.725000,1,1,0,0.2002366306,0.7443250951,0.005013111828
2.730000,0,1,0,0.2002341955,1.622989413,5.044430209
2.730000,1,1,0,0.2002341955,0.7424632091,0.00504596717
2.735000,0,1,0,0.2002319819,1.627594959,5.044464955
2.735000,1,1,0,0.2002319819,0.7406534886,0.005078069701
2.740000,0,1,0,0.2002299195,1.632190351,5.044499078
2.740000,1,1,0,0.2002299195,0.7388944275,0.005109835009
2.745000,0,1,0,0.2002279951,1.636775766,5.044532628
2.745000,1,1,0,0.2002279951,0.7371851927,0.005141322112
2.750000,0,1,0,0.200226203,1.641351285,5.044565619
2.750000,1,1,0,0.200226203,0.7355250564,0.005172543382
2.755000,0,1,0,0.2002252816,1.645916964,5.044594052
2.755000,1,1,0,0.2002252816,0.7339133091,0.005198419187
2.760000,0,1,0,0.2002246098,1.650472854,5.044621198
2.760000,1,1,0,0.2002246098,0.7323492475,0.005223037453
2.765000,0,1,0,0.2002233607,1.655028717,5.044651552
2.765000,1,1,0,0.2002233607,0.7308213158,0.005252129625
2.765000,2,1,0,0.2002233607,0.7846871354,0.1835438162
2.770000,0,1,0,0.2002221165,1.659576811,5.044681939
2.770000,1,1,0,0.2002221165,0.7293376715,0.00528172384
2.770000,2,1,0,0.2002221165,0.7724347401,0.1835391281
2.775000,0,1,0,0.2002202897,1.664115941,5.044715712
2.775000,1,1,0,0.2002202897,0.7278988403,0.005316079335
2.775000,2,1,0,0.2002202897,0.7602304569,0.1835387968
2.780000,0,1,0,0.2002186378,1.668645892,5.044748585
2.780000,1,1,0,0.2002186378,0.7265043941,0.005349826213
2.780000,2,1,0,0.2002186378,0.7480738804,0.1835383231
2.785000,0,1,0,0.2002179141,1.673157366,5.044776362
2.785000,1,1,0,0.2002179141,0.7251640214,0.005377346177
2.785000,2,1,0,0.2002179141,0.7359768011,0.1835328875
2.790000,0,1,0,0.2002171103,1.677660299,5.044804699
2.790000,1,1,0,0.2002171103,0.7238655504,0.005405959278
2.790000,2,1,0,0.2002171103,0.7239247288,0.1835286924
2.795000,0,1,0,0.2002161092,1.682156315,5.04483414
2.795000,1,1,0,0.2002161092,0.7226075111,0.005436560329
2.795000,2,1,0,0.2002161092,0.7119158327,0.1835265546
2.800000,0,1,0,0.2002157882,1.686641306,5.044859635
2.800000,1,1,0,0.2002157882,0.721392949,0.005462437298
2.800000,2,1,0,0.2002157882,0.6999540402,0.1835206661
2.805000,0,1,0,0.200215749,1.691115005,5.044883454
2.805000,1,1,0,0.200215749,0.7202216924,0.00548652434
2.805000,2,1,0,0.200215749,0.6880392214,0.1835135325
2.810000,0,1,0,0.2002148419,1.695586281,5.044912604
2.810000,1,1,0,0.2002148419,0.7190831905,0.00551790293
2.810000,2,1,0,0.2002148419,0.6761587683,0.1835130267
2.815000,0,1,0,0.2002143362,1.700049242,5.044939308
2.815000,1,1,0,0.2002143362,0.7179834296,0.005546579588
2.815000,2,1,0,0.2002143362,0.6643199934,0.1835105138
2.820000,0,1,0,0.2002141063,1.704495455,5.044964335
2.820000,1,1,0,0.2002141063,0.652533344,0.1835067917
2.825000,0,1,0,0.2002134139,1.708937986,5.04499235
2.825000,1,1,0,0.2002134139,0.6407804687,0.1835071493
2.830000,0,1,0,0.200212998,1.713366689,5.045018569
2.830000,1,1,0,0.200212998,0.6290744452,0.1835062815
2.835000,0,1,0,0.2002129302,1.71778311,5.045042673
2.835000,1,1,0,0.2002129302,0.6174122396,0.183503541
2.840000,0,1,0,0.2002127894,1.72218859,5.045067229
2.840000,1,1,0,0.2002127894,0.605791122,0.1835020654
2.845000,0,1,0,0.2002129967,1.726586129,5.045089408
2.845000,1,1,0,0.2002129967,0.5942070529,0.1834985388
2.850000,0,1,0,0.200213237,1.730970231,5.045111403
2.850000,1,1,0,0.200213237,0.9633691277,5.814014145
2.850000,2,1,0,0.200213237,0.5826657313,0.183495403
2.855000,0,1,0,0.2002130964,1.735350935,5.045135927
2.855000,1,1,0,0.2002130964,0.9485648248,5.814019726
2.855000,2,1,0,0.2002130964,0.5711536606,0.1834960054
2.860000,0,1,0,0.2002133595,1.739717612,5.045157645
2.860000,1,1,0,0.2002133595,0.9337814852,5.814021775
2.860000,2,1,0,0.2002133595,0.5596839234,0.183493996
2.865000,0,1,0,0.2001363013,1.744073148,5.045896612
2.865000,1,1,0,0.2001363013,0.919017649,5.815147409
2.865000,2,1,0,0.2001363013,0.5482519237,0.1843694105
2.870000,0,1,0,0.2001156452,1.748420376,5.046648885
2.870000,1,1,0,0.2001156452,0.9042718167,5.816306123
